model,forecast_from,id,horizon,date_horizon,quantile,value
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.01,486
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.025,500
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.05,509
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.1,523
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.15,532
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.2,538
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.25,546
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.3,551
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.35,556
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.4,562
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.45,566
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.5,572
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.55,578
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.6,583
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.65,589
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.7,594
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.75,600
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.8,607
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.85,614
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.9,624
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.95,638
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.975,652
ARIMA regression,2021-10-16,BE,1,2021-10-23,0.99,664
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.01,490
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.025,505
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.05,517
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.1,532
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.15,543
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.2,551
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.25,557
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.3,562
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.35,567
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.4,571
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.45,575
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.5,581
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.55,586
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.6,590
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.65,595
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.7,600
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.75,606
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.8,614
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.85,621
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.9,631
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.95,645
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.975,655
ARIMA regression,2021-10-16,BE,2,2021-10-30,0.99,666
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.01,547
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.025,565
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.05,576
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.1,590
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.15,599
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.2,606
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.25,612
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.3,618
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.35,623
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.4,628
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.45,633
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.5,638
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.55,644
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.6,649
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.65,653
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.7,659
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.75,665
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.8,673
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.85,680
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.9,690
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.95,700
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.975,711
ARIMA regression,2021-10-16,BE,3,2021-11-06,0.99,720
ARIMA regression,2021-10-16,BE,4,2021-11-13,0.01,601
ARIMA regression,2021-10-16,BE,4,2021-11-13,0.025,616
ARIMA regression,2021-10-16,BE,4,2021-11-13,0.05,629
