model,forecast_from,id,horizon,date_horizon,quantile,value
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.01,1336
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.025,1354
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.05,1381
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.1,1403
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.15,1418
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.2,1432
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.25,1443
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.3,1456
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.35,1469
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.4,1478
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.45,1486
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.5,1496
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.55,1503
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.6,1513
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.65,1523
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.7,1530
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.75,1540
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.8,1553
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.85,1566
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.9,1584
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.95,1619
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.975,1636
ARIMA regression,2021-10-30,BE,1,2021-11-06,0.99,1657
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.01,1836
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.025,1861
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.05,1881
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.1,1907
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.15,1925
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.2,1937
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.25,1948
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.3,1957
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.35,1967
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.4,1977
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.45,1985
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.5,1994
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.55,2004
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.6,2013
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.65,2020
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.7,2030
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.75,2040
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.8,2050
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.85,2064
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.9,2082
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.95,2100
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.975,2119
ARIMA regression,2021-10-30,BE,2,2021-11-13,0.99,2150
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.01,2455
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.025,2484
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.05,2502
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.1,2528
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.15,2544
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.2,2555
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.25,2567
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.3,2578
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.35,2588
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.4,2601
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.45,2610
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.5,2618
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.55,2625
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.6,2634
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.65,2646
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.7,2656
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.75,2667
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.8,2679
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.85,2692
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.9,2708
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.95,2733
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.975,2755
ARIMA regression,2021-10-30,BE,3,2021-11-20,0.99,2776
ARIMA regression,2021-10-30,BE,4,2021-11-27,0.01,3018
ARIMA regression,2021-10-30,BE,4,2021-11-27,0.025,3041
ARIMA regression,2021-10-30,BE,4,2021-11-27,0.05,3067
ARIMA regression,2021-10-30,BE,4,2021-11-27,0.1,3086
ARIMA regression,2021-10-30,BE,4,2021-11-27,0.15,3102
ARIMA regression,2021-10-30,BE,4,2021-11-27,0.2,3118
ARIMA regression,2021-10-30,BE,4,2021-11-27,0.25,3131
ARIMA regression,2021-10-30,BE,4,2021-11-27,0.3,3140
ARIMA regression,2021-10-30,BE,4,2021-11-27,0.35,3150
ARIMA regression,2021-10-30,BE,4,2021-11-27,0.4,3158
ARIMA regression,2021-10-30,BE,4,2021-11-27,0.45,3168
ARIMA regression,2021-10-30,BE,4,2021-11-27,0.5,3176
