model,forecast_from,id,horizon,date_horizon,quantile,value
Case-convolution,2021-10-09,BE,7,2021-10-16,0.01,265
Case-convolution,2021-10-09,BE,7,2021-10-16,0.025,296
Case-convolution,2021-10-09,BE,7,2021-10-16,0.05,326
Case-convolution,2021-10-09,BE,7,2021-10-16,0.1,348
Case-convolution,2021-10-09,BE,7,2021-10-16,0.15,363
Case-convolution,2021-10-09,BE,7,2021-10-16,0.2,376
Case-convolution,2021-10-09,BE,7,2021-10-16,0.25,383
Case-convolution,2021-10-09,BE,7,2021-10-16,0.3,390
Case-convolution,2021-10-09,BE,7,2021-10-16,0.35,399
Case-convolution,2021-10-09,BE,7,2021-10-16,0.4,407
Case-convolution,2021-10-09,BE,7,2021-10-16,0.45,416
Case-convolution,2021-10-09,BE,7,2021-10-16,0.5,424
Case-convolution,2021-10-09,BE,7,2021-10-16,0.55,434
Case-convolution,2021-10-09,BE,7,2021-10-16,0.6,441
Case-convolution,2021-10-09,BE,7,2021-10-16,0.65,449
Case-convolution,2021-10-09,BE,7,2021-10-16,0.7,460
Case-convolution,2021-10-09,BE,7,2021-10-16,0.75,469
Case-convolution,2021-10-09,BE,7,2021-10-16,0.8,481
Case-convolution,2021-10-09,BE,7,2021-10-16,0.85,494
Case-convolution,2021-10-09,BE,7,2021-10-16,0.9,512
Case-convolution,2021-10-09,BE,7,2021-10-16,0.95,546
Case-convolution,2021-10-09,BE,7,2021-10-16,0.975,583
Case-convolution,2021-10-09,BE,7,2021-10-16,0.99,631
Case-convolution,2021-10-09,BE,14,2021-10-23,0.01,240
Case-convolution,2021-10-09,BE,14,2021-10-23,0.025,285
Case-convolution,2021-10-09,BE,14,2021-10-23,0.05,310
Case-convolution,2021-10-09,BE,14,2021-10-23,0.1,339
Case-convolution,2021-10-09,BE,14,2021-10-23,0.15,354
Case-convolution,2021-10-09,BE,14,2021-10-23,0.2,367
Case-convolution,2021-10-09,BE,14,2021-10-23,0.25,379
Case-convolution,2021-10-09,BE,14,2021-10-23,0.3,389
Case-convolution,2021-10-09,BE,14,2021-10-23,0.35,399
Case-convolution,2021-10-09,BE,14,2021-10-23,0.4,406
Case-convolution,2021-10-09,BE,14,2021-10-23,0.45,415
Case-convolution,2021-10-09,BE,14,2021-10-23,0.5,425
Case-convolution,2021-10-09,BE,14,2021-10-23,0.55,434
Case-convolution,2021-10-09,BE,14,2021-10-23,0.6,443
Case-convolution,2021-10-09,BE,14,2021-10-23,0.65,455
Case-convolution,2021-10-09,BE,14,2021-10-23,0.7,465
Case-convolution,2021-10-09,BE,14,2021-10-23,0.75,475
Case-convolution,2021-10-09,BE,14,2021-10-23,0.8,489
Case-convolution,2021-10-09,BE,14,2021-10-23,0.85,502
Case-convolution,2021-10-09,BE,14,2021-10-23,0.9,526
Case-convolution,2021-10-09,BE,14,2021-10-23,0.95,568
Case-convolution,2021-10-09,BE,14,2021-10-23,0.975,600
Case-convolution,2021-10-09,BE,14,2021-10-23,0.99,645
Case-convolution,2021-10-09,BE,21,2021-10-30,0.01,228
Case-convolution,2021-10-09,BE,21,2021-10-30,0.025,259
Case-convolution,2021-10-09,BE,21,2021-10-30,0.05,287
Case-convolution,2021-10-09,BE,21,2021-10-30,0.1,316
Case-convolution,2021-10-09,BE,21,2021-10-30,0.15,335
Case-convolution,2021-10-09,BE,21,2021-10-30,0.2,357
Case-convolution,2021-10-09,BE,21,2021-10-30,0.25,370
Case-convolution,2021-10-09,BE,21,2021-10-30,0.3,383
Case-convolution,2021-10-09,BE,21,2021-10-30,0.35,397
Case-convolution,2021-10-09,BE,21,2021-10-30,0.4,409
Case-convolution,2021-10-09,BE,21,2021-10-30,0.45,420
Case-convolution,2021-10-09,BE,21,2021-10-30,0.5,431
Case-convolution,2021-10-09,BE,21,2021-10-30,0.55,443
Case-convolution,2021-10-09,BE,21,2021-10-30,0.6,456
Case-convolution,2021-10-09,BE,21,2021-10-30,0.65,470
Case-convolution,2021-10-09,BE,21,2021-10-30,0.7,487
Case-convolution,2021-10-09,BE,21,2021-10-30,0.75,500
Case-convolution,2021-10-09,BE,21,2021-10-30,0.8,515
Case-convolution,2021-10-09,BE,21,2021-10-30,0.85,539
Case-convolution,2021-10-09,BE,21,2021-10-30,0.9,568
Case-convolution,2021-10-09,BE,21,2021-10-30,0.95,620
Case-convolution,2021-10-09,BE,21,2021-10-30,0.975,673
Case-convolution,2021-10-09,BE,21,2021-10-30,0.99,720
Case-convolution,2021-10-09,BE,28,2021-11-06,0.01,202
Case-convolution,2021-10-09,BE,28,2021-11-06,0.025,234
Case-convolution,2021-10-09,BE,28,2021-11-06,0.05,263
Case-convolution,2021-10-09,BE,28,2021-11-06,0.1,293
Case-convolution,2021-10-09,BE,28,2021-11-06,0.15,321
Case-convolution,2021-10-09,BE,28,2021-11-06,0.2,335
Case-convolution,2021-10-09,BE,28,2021-11-06,0.25,352
Case-convolution,2021-10-09,BE,28,2021-11-06,0.3,367
Case-convolution,2021-10-09,BE,28,2021-11-06,0.35,383
Case-convolution,2021-10-09,BE,28,2021-11-06,0.4,395
Case-convolution,2021-10-09,BE,28,2021-11-06,0.45,411
Case-convolution,2021-10-09,BE,28,2021-11-06,0.5,425
Case-convolution,2021-10-09,BE,28,2021-11-06,0.55,438
Case-convolution,2021-10-09,BE,28,2021-11-06,0.6,451
Case-convolution,2021-10-09,BE,28,2021-11-06,0.65,468
Case-convolution,2021-10-09,BE,28,2021-11-06,0.7,482
Case-convolution,2021-10-09,BE,28,2021-11-06,0.75,509
Case-convolution,2021-10-09,BE,28,2021-11-06,0.8,525
Case-convolution,2021-10-09,BE,28,2021-11-06,0.85,549
Case-convolution,2021-10-09,BE,28,2021-11-06,0.9,592
Case-convolution,2021-10-09,BE,28,2021-11-06,0.95,650
Case-convolution,2021-10-09,BE,28,2021-11-06,0.975,697
Case-convolution,2021-10-09,BE,28,2021-11-06,0.99,774
Case-convolution,2021-10-09,FR,7,2021-10-16,0.01,778
Case-convolution,2021-10-09,FR,7,2021-10-16,0.025,867
Case-convolution,2021-10-09,FR,7,2021-10-16,0.05,918
Case-convolution,2021-10-09,FR,7,2021-10-16,0.1,959
Case-convolution,2021-10-09,FR,7,2021-10-16,0.15,986
Case-convolution,2021-10-09,FR,7,2021-10-16,0.2,1009
Case-convolution,2021-10-09,FR,7,2021-10-16,0.25,1024
Case-convolution,2021-10-09,FR,7,2021-10-16,0.3,1041
Case-convolution,2021-10-09,FR,7,2021-10-16,0.35,1056
Case-convolution,2021-10-09,FR,7,2021-10-16,0.4,1071
Case-convolution,2021-10-09,FR,7,2021-10-16,0.45,1086
Case-convolution,2021-10-09,FR,7,2021-10-16,0.5,1101
Case-convolution,2021-10-09,FR,7,2021-10-16,0.55,1114
Case-convolution,2021-10-09,FR,7,2021-10-16,0.6,1130
Case-convolution,2021-10-09,FR,7,2021-10-16,0.65,1150
Case-convolution,2021-10-09,FR,7,2021-10-16,0.7,1169
Case-convolution,2021-10-09,FR,7,2021-10-16,0.75,1191
Case-convolution,2021-10-09,FR,7,2021-10-16,0.8,1215
Case-convolution,2021-10-09,FR,7,2021-10-16,0.85,1242
Case-convolution,2021-10-09,FR,7,2021-10-16,0.9,1283
Case-convolution,2021-10-09,FR,7,2021-10-16,0.95,1339
Case-convolution,2021-10-09,FR,7,2021-10-16,0.975,1387
Case-convolution,2021-10-09,FR,7,2021-10-16,0.99,1441
Case-convolution,2021-10-09,FR,14,2021-10-23,0.01,621
Case-convolution,2021-10-09,FR,14,2021-10-23,0.025,682
Case-convolution,2021-10-09,FR,14,2021-10-23,0.05,711
Case-convolution,2021-10-09,FR,14,2021-10-23,0.1,749
Case-convolution,2021-10-09,FR,14,2021-10-23,0.15,785
Case-convolution,2021-10-09,FR,14,2021-10-23,0.2,811
Case-convolution,2021-10-09,FR,14,2021-10-23,0.25,834
Case-convolution,2021-10-09,FR,14,2021-10-23,0.3,860
Case-convolution,2021-10-09,FR,14,2021-10-23,0.35,885
Case-convolution,2021-10-09,FR,14,2021-10-23,0.4,904
Case-convolution,2021-10-09,FR,14,2021-10-23,0.45,922
Case-convolution,2021-10-09,FR,14,2021-10-23,0.5,952
Case-convolution,2021-10-09,FR,14,2021-10-23,0.55,975
Case-convolution,2021-10-09,FR,14,2021-10-23,0.6,1004
Case-convolution,2021-10-09,FR,14,2021-10-23,0.65,1031
Case-convolution,2021-10-09,FR,14,2021-10-23,0.7,1053
Case-convolution,2021-10-09,FR,14,2021-10-23,0.75,1084
Case-convolution,2021-10-09,FR,14,2021-10-23,0.8,1121
Case-convolution,2021-10-09,FR,14,2021-10-23,0.85,1172
Case-convolution,2021-10-09,FR,14,2021-10-23,0.9,1229
Case-convolution,2021-10-09,FR,14,2021-10-23,0.95,1318
Case-convolution,2021-10-09,FR,14,2021-10-23,0.975,1387
Case-convolution,2021-10-09,FR,14,2021-10-23,0.99,1462
Case-convolution,2021-10-09,FR,21,2021-10-30,0.01,451
