model,forecast_from,id,horizon,date_horizon,quantile,value
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.01,638
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.025,698
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.05,751
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.1,800
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.15,842
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.2,876
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.25,904
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.3,931
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.35,956
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.4,972
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.45,992
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.5,1007
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.55,1033
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.6,1052
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.65,1073
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.7,1099
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.75,1132
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.8,1163
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.85,1192
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.9,1231
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.95,1287
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.975,1329
Time series ensemble,2021-10-30,BE,1,2021-11-06,0.99,1392
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.01,434
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.025,534
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.05,631
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.1,739
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.15,801
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.2,855
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.25,898
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.3,936
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.35,981
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.4,1019
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.45,1064
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.5,1105
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.55,1142
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.6,1171
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.65,1212
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.7,1255
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.75,1290
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.8,1336
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.85,1388
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.9,1452
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.95,1565
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.975,1661
Time series ensemble,2021-10-30,BE,2,2021-11-13,0.99,1773
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.01,302
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.025,465
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.05,561
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.1,688
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.15,780
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.2,853
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.25,915
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.3,960
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.35,1010
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.4,1063
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.45,1106
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.5,1161
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.55,1201
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.6,1244
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.65,1285
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.7,1341
Time series ensemble,2021-10-30,BE,3,2021-11-20,0.75,1404
