model,forecast_from,id,horizon,date_horizon,quantile,value
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.01,668
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.025,752
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.05,807
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.1,888
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.15,936
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.2,968
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.25,993
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.3,1018
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.35,1038
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.4,1069
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.45,1098
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.5,1121
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.55,1159
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.6,1181
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.65,1211
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.7,1242
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.75,1269
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.8,1299
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.85,1334
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.9,1382
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.95,1453
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.975,1524
Time series ensemble,2021-11-06,BE,1,2021-11-13,0.99,1608
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.01,460
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.025,600
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.05,685
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.1,805
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.15,882
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.2,971
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.25,1039
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.3,1082
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.35,1135
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.4,1170
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.45,1210
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.5,1247
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.55,1291
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.6,1343
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.65,1384
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.7,1429
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.75,1470
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.8,1518
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.85,1576
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.9,1654
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.95,1782
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.975,1858
Time series ensemble,2021-11-06,BE,2,2021-11-20,0.99,1991
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.01,400
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.025,466
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.05,650
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.1,806
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.15,892
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.2,975
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.25,1032
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.3,1092
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.35,1142
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.4,1194
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.45,1264
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.5,1319
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.55,1383
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.6,1442
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.65,1494
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.7,1557
Time series ensemble,2021-11-06,BE,3,2021-11-27,0.75,1619
