model,forecast_from,id,horizon,date_horizon,quantile,value
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.01,339
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.025,352
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.05,363
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.1,376
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.15,385
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.2,392
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.25,398
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.3,404
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.35,408
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.4,413
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.45,418
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.5,424
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.55,428
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.6,432
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.65,437
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.7,442
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.75,447
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.8,453
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.85,460
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.9,467
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.95,481
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.975,490
ARIMA regression,2021-10-09,BE,1,2021-10-16,0.99,497
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.01,328
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.025,345
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.05,355
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.1,369
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.15,376
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.2,383
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.25,389
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.3,394
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.35,400
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.4,405
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.45,409
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.5,414
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.55,418
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.6,424
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.65,429
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.7,434
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.75,438
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.8,443
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.85,451
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.9,459
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.95,469
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.975,479
ARIMA regression,2021-10-09,BE,2,2021-10-23,0.99,487
ARIMA regression,2021-10-09,BE,3,2021-10-30,0.01,335
ARIMA regression,2021-10-09,BE,3,2021-10-30,0.025,341
ARIMA regression,2021-10-09,BE,3,2021-10-30,0.05,349
ARIMA regression,2021-10-09,BE,3,2021-10-30,0.1,367
ARIMA regression,2021-10-09,BE,3,2021-10-30,0.15,376
ARIMA regression,2021-10-09,BE,3,2021-10-30,0.2,384
ARIMA regression,2021-10-09,BE,3,2021-10-30,0.25,391
ARIMA regression,2021-10-09,BE,3,2021-10-30,0.3,396
