model,forecast_from,id,horizon,date_horizon,quantile,quantile_label,value
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.45,lower_10,260
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.5,lower_0,266
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.55,upper_10,270
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.6,upper_20,274
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.65,upper_30,278
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.7,upper_40,283
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.75,upper_50,288
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.8,upper_60,295
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.85,upper_70,300
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.9,upper_80,309
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.95,upper_90,322
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.975,upper_95,334
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.99,upper_98,351
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.01,lower_98,173
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.025,lower_95,181
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.05,lower_90,191
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.1,lower_80,207
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.15,lower_70,215
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.2,lower_60,222
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.25,lower_50,228
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.3,lower_40,234
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.35,lower_30,240
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.4,lower_20,245
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.45,lower_10,249
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.5,lower_0,254
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.55,upper_10,259
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.6,upper_20,263
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.65,upper_30,268
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.7,upper_40,273
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.75,upper_50,279
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.8,upper_60,286
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.85,upper_70,293
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.9,upper_80,302
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.95,upper_90,313
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.975,upper_95,322
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.99,upper_98,339
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.01,lower_98,145
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.025,lower_95,162
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.05,lower_90,171
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.1,lower_80,185
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.15,lower_70,192
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.2,lower_60,201
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.25,lower_50,208
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.3,lower_40,213
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.35,lower_30,217
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.4,lower_20,221
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.45,lower_10,226
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.5,lower_0,230
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.55,upper_10,235
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.6,upper_20,240
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.65,upper_30,245
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.7,upper_40,251
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.75,upper_50,256
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.8,upper_60,260
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.85,upper_70,267
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.9,upper_80,276
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.95,upper_90,291
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.975,upper_95,303
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.99,upper_98,320
ARIMA regression,2021-09-25,BE,1,2021-10-02,0.5,upper_0,419
ARIMA regression,2021-09-25,BE,2,2021-10-09,0.5,upper_0,420
ARIMA regression,2021-09-25,BE,3,2021-10-16,0.5,upper_0,416
ARIMA regression,2021-09-25,BE,4,2021-10-23,0.5,upper_0,407
ARIMA regression,2021-09-25,DK,1,2021-10-02,0.5,upper_0,58
ARIMA regression,2021-09-25,DK,2,2021-10-09,0.5,upper_0,61
ARIMA regression,2021-09-25,DK,3,2021-10-16,0.5,upper_0,63
ARIMA regression,2021-09-25,DK,4,2021-10-23,0.5,upper_0,57
ARIMA regression,2021-09-25,EE,1,2021-10-02,0.5,upper_0,177
ARIMA regression,2021-09-25,EE,2,2021-10-09,0.5,upper_0,192
ARIMA regression,2021-09-25,EE,3,2021-10-16,0.5,upper_0,216
ARIMA regression,2021-09-25,EE,4,2021-10-23,0.5,upper_0,242
ARIMA regression,2021-09-25,ES,1,2021-10-02,0.5,upper_0,609
ARIMA regression,2021-09-25,ES,2,2021-10-09,0.5,upper_0,475
ARIMA regression,2021-09-25,ES,3,2021-10-16,0.5,upper_0,373
ARIMA regression,2021-09-25,ES,4,2021-10-23,0.5,upper_0,276
ARIMA regression,2021-09-25,FR,1,2021-10-02,0.5,upper_0,1392
ARIMA regression,2021-09-25,FR,2,2021-10-09,0.5,upper_0,1183
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.5,upper_0,879
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.5,upper_0,660
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.5,upper_0,581
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.5,upper_0,650
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.5,upper_0,656
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.5,upper_0,645
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.5,upper_0,235
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.5,upper_0,211
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.5,upper_0,182
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.5,upper_0,160
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.5,upper_0,54
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.5,upper_0,47
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.5,upper_0,41
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.5,upper_0,39
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.5,upper_0,283
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.5,upper_0,266
ARIMA regression,2021-09-25,SI,3,2021-10-16,0.5,upper_0,254
ARIMA regression,2021-09-25,SI,4,2021-10-23,0.5,upper_0,230
