model,forecast_from,id,horizon,date_horizon,quantile,quantile_label,value
ARIMA regression,2021-09-25,FR,2,2021-10-09,0.55,upper_10,1231
ARIMA regression,2021-09-25,FR,2,2021-10-09,0.6,upper_20,1277
ARIMA regression,2021-09-25,FR,2,2021-10-09,0.65,upper_30,1333
ARIMA regression,2021-09-25,FR,2,2021-10-09,0.7,upper_40,1396
ARIMA regression,2021-09-25,FR,2,2021-10-09,0.75,upper_50,1454
ARIMA regression,2021-09-25,FR,2,2021-10-09,0.8,upper_60,1520
ARIMA regression,2021-09-25,FR,2,2021-10-09,0.85,upper_70,1595
ARIMA regression,2021-09-25,FR,2,2021-10-09,0.9,upper_80,1704
ARIMA regression,2021-09-25,FR,2,2021-10-09,0.95,upper_90,1892
ARIMA regression,2021-09-25,FR,2,2021-10-09,0.975,upper_95,2008
ARIMA regression,2021-09-25,FR,2,2021-10-09,0.99,upper_98,2145
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.01,lower_98,0
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.025,lower_95,1
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.05,lower_90,160
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.1,lower_80,311
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.15,lower_70,400
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.2,lower_60,509
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.25,lower_50,576
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.3,lower_40,656
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.35,lower_30,717
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.4,lower_20,766
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.45,lower_10,821
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.5,lower_0,879
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.55,upper_10,941
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.6,upper_20,987
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.65,upper_30,1043
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.7,upper_40,1117
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.75,upper_50,1180
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.8,upper_60,1246
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.85,upper_70,1320
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.9,upper_80,1445
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.95,upper_90,1605
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.975,upper_95,1742
ARIMA regression,2021-09-25,FR,3,2021-10-16,0.99,upper_98,1883
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.01,lower_98,0
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.025,lower_95,0
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.05,lower_90,0
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.1,lower_80,86
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.15,lower_70,199
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.2,lower_60,281
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.25,lower_50,358
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.3,lower_40,432
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.35,lower_30,491
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.4,lower_20,545
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.45,lower_10,604
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.5,lower_0,660
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.55,upper_10,721
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.6,upper_20,767
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.65,upper_30,821
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.7,upper_40,889
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.75,upper_50,947
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.8,upper_60,1011
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.85,upper_70,1073
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.9,upper_80,1202
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.95,upper_90,1357
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.975,upper_95,1499
ARIMA regression,2021-09-25,FR,4,2021-10-23,0.99,upper_98,1605
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.01,lower_98,443
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.025,lower_95,458
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.05,lower_90,481
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.1,lower_80,503
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.15,lower_70,516
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.2,lower_60,528
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.25,lower_50,541
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.3,lower_40,549
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.35,lower_30,557
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.4,lower_20,565
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.45,lower_10,573
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.5,lower_0,581
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.55,upper_10,589
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.6,upper_20,596
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.65,upper_30,604
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.7,upper_40,616
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.75,upper_50,625
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.8,upper_60,634
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.85,upper_70,645
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.9,upper_80,658
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.95,upper_90,676
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.975,upper_95,692
ARIMA regression,2021-09-25,HR,1,2021-10-02,0.99,upper_98,709
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.01,lower_98,505
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.025,lower_95,531
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.05,lower_90,546
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.1,lower_80,578
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.15,lower_70,591
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.2,lower_60,601
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.25,lower_50,613
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.3,lower_40,621
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.35,lower_30,630
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.4,lower_20,636
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.45,lower_10,643
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.5,lower_0,650
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.55,upper_10,656
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.6,upper_20,665
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.65,upper_30,673
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.7,upper_40,682
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.75,upper_50,692
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.8,upper_60,699
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.85,upper_70,711
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.9,upper_80,726
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.95,upper_90,748
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.975,upper_95,770
ARIMA regression,2021-09-25,HR,2,2021-10-09,0.99,upper_98,784
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.01,lower_98,524
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.025,lower_95,543
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.05,lower_90,558
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.1,lower_80,579
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.15,lower_70,595
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.2,lower_60,606
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.25,lower_50,615
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.3,lower_40,624
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.35,lower_30,634
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.4,lower_20,641
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.45,lower_10,649
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.5,lower_0,656
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.55,upper_10,662
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.6,upper_20,670
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.65,upper_30,677
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.7,upper_40,687
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.75,upper_50,696
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.8,upper_60,706
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.85,upper_70,715
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.9,upper_80,730
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.95,upper_90,748
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.975,upper_95,761
ARIMA regression,2021-09-25,HR,3,2021-10-16,0.99,upper_98,792
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.01,lower_98,510
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.025,lower_95,524
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.05,lower_90,547
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.1,lower_80,566
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.15,lower_70,582
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.2,lower_60,594
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.25,lower_50,602
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.3,lower_40,612
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.35,lower_30,621
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.4,lower_20,629
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.45,lower_10,639
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.5,lower_0,645
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.55,upper_10,653
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.6,upper_20,659
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.65,upper_30,667
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.7,upper_40,675
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.75,upper_50,683
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.8,upper_60,694
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.85,upper_70,706
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.9,upper_80,721
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.95,upper_90,740
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.975,upper_95,758
ARIMA regression,2021-09-25,HR,4,2021-10-23,0.99,upper_98,774
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.01,lower_98,83
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.025,lower_95,105
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.05,lower_90,128
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.1,lower_80,151
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.15,lower_70,169
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.2,lower_60,178
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.25,lower_50,190
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.3,lower_40,201
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.35,lower_30,209
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.4,lower_20,220
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.45,lower_10,226
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.5,lower_0,235
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.55,upper_10,246
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.6,upper_20,253
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.65,upper_30,263
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.7,upper_40,272
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.75,upper_50,281
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.8,upper_60,290
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.85,upper_70,303
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.9,upper_80,316
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.95,upper_90,339
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.975,upper_95,372
ARIMA regression,2021-09-25,NL,1,2021-10-02,0.99,upper_98,406
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.01,lower_98,48
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.025,lower_95,61
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.05,lower_90,88
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.1,lower_80,112
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.15,lower_70,134
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.2,lower_60,150
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.25,lower_50,161
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.3,lower_40,175
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.35,lower_30,185
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.4,lower_20,194
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.45,lower_10,204
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.5,lower_0,211
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.55,upper_10,220
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.6,upper_20,229
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.65,upper_30,238
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.7,upper_40,249
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.75,upper_50,260
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.8,upper_60,273
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.85,upper_70,287
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.9,upper_80,306
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.95,upper_90,333
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.975,upper_95,357
ARIMA regression,2021-09-25,NL,2,2021-10-09,0.99,upper_98,382
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.01,lower_98,27
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.025,lower_95,54
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.05,lower_90,71
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.1,lower_80,91
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.15,lower_70,108
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.2,lower_60,122
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.25,lower_50,134
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.3,lower_40,145
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.35,lower_30,154
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.4,lower_20,165
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.45,lower_10,175
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.5,lower_0,182
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.55,upper_10,191
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.6,upper_20,200
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.65,upper_30,207
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.7,upper_40,219
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.75,upper_50,228
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.8,upper_60,242
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.85,upper_70,254
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.9,upper_80,271
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.95,upper_90,295
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.975,upper_95,312
ARIMA regression,2021-09-25,NL,3,2021-10-16,0.99,upper_98,337
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.01,lower_98,0
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.025,lower_95,18
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.05,lower_90,40
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.1,lower_80,67
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.15,lower_70,85
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.2,lower_60,100
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.25,lower_50,111
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.3,lower_40,120
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.35,lower_30,129
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.4,lower_20,141
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.45,lower_10,151
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.5,lower_0,160
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.55,upper_10,168
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.6,upper_20,177
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.65,upper_30,185
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.7,upper_40,194
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.75,upper_50,205
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.8,upper_60,216
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.85,upper_70,227
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.9,upper_80,248
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.95,upper_90,273
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.975,upper_95,296
ARIMA regression,2021-09-25,NL,4,2021-10-23,0.99,upper_98,318
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.01,lower_98,37
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.025,lower_95,40
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.05,lower_90,42
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.1,lower_80,44
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.15,lower_70,46
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.2,lower_60,48
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.25,lower_50,49
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.3,lower_40,50
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.35,lower_30,51
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.4,lower_20,52
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.45,lower_10,53
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.5,lower_0,54
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.55,upper_10,55
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.6,upper_20,56
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.65,upper_30,56
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.7,upper_40,57
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.75,upper_50,59
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.8,upper_60,60
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.85,upper_70,61
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.9,upper_80,63
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.95,upper_90,66
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.975,upper_95,68
ARIMA regression,2021-09-25,NO,1,2021-10-02,0.99,upper_98,70
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.01,lower_98,30
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.025,lower_95,33
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.05,lower_90,35
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.1,lower_80,37
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.15,lower_70,39
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.2,lower_60,41
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.25,lower_50,42
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.3,lower_40,43
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.35,lower_30,44
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.4,lower_20,45
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.45,lower_10,46
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.5,lower_0,47
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.55,upper_10,48
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.6,upper_20,49
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.65,upper_30,50
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.7,upper_40,51
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.75,upper_50,52
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.8,upper_60,54
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.85,upper_70,55
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.9,upper_80,57
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.95,upper_90,59
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.975,upper_95,61
ARIMA regression,2021-09-25,NO,2,2021-10-09,0.99,upper_98,64
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.01,lower_98,25
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.025,lower_95,28
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.05,lower_90,30
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.1,lower_80,32
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.15,lower_70,34
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.2,lower_60,35
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.25,lower_50,36
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.3,lower_40,37
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.35,lower_30,38
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.4,lower_20,39
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.45,lower_10,40
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.5,lower_0,41
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.55,upper_10,42
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.6,upper_20,43
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.65,upper_30,44
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.7,upper_40,45
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.75,upper_50,46
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.8,upper_60,47
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.85,upper_70,49
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.9,upper_80,50
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.95,upper_90,53
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.975,upper_95,55
ARIMA regression,2021-09-25,NO,3,2021-10-16,0.99,upper_98,58
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.01,lower_98,22
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.025,lower_95,24
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.05,lower_90,26
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.1,lower_80,29
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.15,lower_70,31
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.2,lower_60,33
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.25,lower_50,34
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.3,lower_40,35
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.35,lower_30,36
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.4,lower_20,37
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.45,lower_10,38
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.5,lower_0,39
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.55,upper_10,40
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.6,upper_20,41
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.65,upper_30,42
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.7,upper_40,43
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.75,upper_50,44
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.8,upper_60,45
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.85,upper_70,47
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.9,upper_80,48
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.95,upper_90,51
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.975,upper_95,53
ARIMA regression,2021-09-25,NO,4,2021-10-23,0.99,upper_98,55
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.01,lower_98,197
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.025,lower_95,211
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.05,lower_90,225
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.1,lower_80,240
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.15,lower_70,248
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.2,lower_60,253
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.25,lower_50,261
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.3,lower_40,265
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.35,lower_30,270
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.4,lower_20,274
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.45,lower_10,280
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.5,lower_0,283
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.55,upper_10,289
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.6,upper_20,292
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.65,upper_30,296
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.7,upper_40,302
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.75,upper_50,307
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.8,upper_60,313
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.85,upper_70,321
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.9,upper_80,329
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.95,upper_90,343
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.975,upper_95,356
ARIMA regression,2021-09-25,SI,1,2021-10-02,0.99,upper_98,371
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.01,lower_98,189
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.025,lower_95,200
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.05,lower_90,207
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.1,lower_80,220
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.15,lower_70,228
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.2,lower_60,235
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.25,lower_50,241
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.3,lower_40,247
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.35,lower_30,252
ARIMA regression,2021-09-25,SI,2,2021-10-09,0.4,lower_20,255
