forecast_date,target,target_end_date,location,type,quantile,value
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.1,363
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.15,375
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.2,387
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.25,400
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.3,410
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.35,418
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.4,427
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.45,434
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.5,442
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.55,450
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.6,460
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.65,469
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.7,476
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.75,485
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.8,495
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.85,506
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.9,518
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.95,539
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.975,555
2021-10-17,4 wk ahead inc hosp,2021-11-13,BE,quantile,0.99,591
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.01,45
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.025,60
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.05,67
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.1,77
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.15,83
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.2,89
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.25,93
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.3,99
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.35,104
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.4,109
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.45,112
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.5,116
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.55,120
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.6,124
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.65,127
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.7,131
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.75,135
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.8,140
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.85,146
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.9,153
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.95,162
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.975,174
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.99,185
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.01,21
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.025,36
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.05,50
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.1,66
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.15,73
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.2,81
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.25,88
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.3,94
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.35,100
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.4,105
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.45,110
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.5,115
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.55,121
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.6,126
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.65,131
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.7,139
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.75,144
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.8,150
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.85,158
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.9,169
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.95,184
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.975,196
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.99,209
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.01,0
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.025,13
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.05,28
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.1,46
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.15,58
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.2,69
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.25,79
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.3,86
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.35,94
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.4,102
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.45,109
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.5,115
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.55,121
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.6,129
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.65,137
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.7,145
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.75,154
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.8,163
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.85,171
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.9,183
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.95,199
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.975,216
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.99,230
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.01,0
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.025,1
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.05,16
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.1,39
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.15,57
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.2,67
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.25,77
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.3,87
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.35,93
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.4,101
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.45,108
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.5,116
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.55,121
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.6,129
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.65,137
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.7,146
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.75,154
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.8,163
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.85,176
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.9,187
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.95,206
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.975,226
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.99,251
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.01,170
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.025,193
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.05,215
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.1,240
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.15,256
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.2,268
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.25,277
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.3,284
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.35,292
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.4,301
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.45,310
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.5,320
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.55,329
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.6,338
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.65,347
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.7,355
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.75,364
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.8,372
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.85,383
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.9,401
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.95,425
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.975,444
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.99,466
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.01,128
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.025,143
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.05,170
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.1,205
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.15,227
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.2,244
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.25,257
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.3,273
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.35,285
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.4,295
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.45,310
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.5,323
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.55,335
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.6,346
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.65,359
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.7,368
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.75,384
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.8,401
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.85,416
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.9,441
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.95,482
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.975,513
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.99,547
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.01,63
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.025,93
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.05,132
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.1,174
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.15,198
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.2,223
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.25,244
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.3,257
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.35,273
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.4,286
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.45,301
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.5,315
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.55,329
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.6,344
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.65,358
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.7,375
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.75,389
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.8,408
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.85,428
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.9,455
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.95,497
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.975,529
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.99,561
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.01,0
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.025,54
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.05,94
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.1,155
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.15,180
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.2,205
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.25,225
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.3,240
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.35,260
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.4,279
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.45,296
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.5,316
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.55,332
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.6,347
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.65,364
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.7,379
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.75,398
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.8,418
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.85,442
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.9,482
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.95,529
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.975,568
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.99,609
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.01,0
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.025,0
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.05,89
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.1,191
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.15,292
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.2,367
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.25,422
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.3,468
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.35,527
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.4,559
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.45,602
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.5,635
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.55,677
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.6,714
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.65,773
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.7,822
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.75,873
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.8,935
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.85,999
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.9,1087
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.95,1226
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.975,1343
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.99,1438
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.01,0
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.025,0
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.05,0
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.1,68
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.15,188
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.2,273
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.25,347
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.3,431
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.35,488
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.4,546
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.45,608
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.5,691
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.55,756
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.6,816
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.65,893
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.7,974
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.75,1048
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.8,1141
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.85,1238
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.9,1371
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.95,1549
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.975,1723
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.99,1906
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.01,0
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.025,0
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.05,0
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.1,0
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.15,74
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.2,232
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.25,345
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.3,439
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.35,557
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.4,643
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.45,758
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.5,850
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.55,936
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.6,1016
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.65,1102
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.7,1191
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.75,1308
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.8,1387
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.85,1531
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.9,1721
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.95,1949
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.975,2172
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.99,2440
2021-10-17,4 wk ahead inc hosp,2021-11-13,ES,quantile,0.01,0
2021-10-17,4 wk ahead inc hosp,2021-11-13,ES,quantile,0.025,0
2021-10-17,4 wk ahead inc hosp,2021-11-13,ES,quantile,0.05,0
