forecast_date,target,target_end_date,location,type,quantile,value
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.025,109
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.05,115
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.1,120
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.15,123
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.2,126
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.25,128
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.3,130
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.35,132
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.4,134
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.45,135
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.5,137
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.55,139
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.6,141
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.65,143
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.7,145
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.75,147
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.8,150
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.85,152
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.9,155
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.95,161
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.975,163
2021-10-17,1 wk ahead inc hosp,2021-10-23,DK,quantile,0.99,167
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.01,124
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.025,128
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.05,133
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.1,136
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.15,139
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.2,142
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.25,144
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.3,146
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.35,148
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.4,150
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.45,152
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.5,153
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.55,155
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.6,157
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.65,159
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.7,161
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.75,163
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.8,165
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.85,168
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.9,171
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.95,177
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.975,181
2021-10-17,2 wk ahead inc hosp,2021-10-30,DK,quantile,0.99,186
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.01,151
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.025,156
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.05,158
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.1,164
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.15,168
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.2,171
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.25,173
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.3,175
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.35,177
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.4,179
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.45,181
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.5,182
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.55,184
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.6,186
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.65,188
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.7,190
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.75,192
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.8,194
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.85,196
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.9,200
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.95,205
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.975,209
2021-10-17,3 wk ahead inc hosp,2021-11-06,DK,quantile,0.99,216
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.01,183
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.025,187
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.05,192
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.1,197
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.15,201
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.2,204
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.25,207
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.3,208
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.35,210
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.4,212
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.45,214
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.5,215
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.55,217
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.6,219
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.65,221
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.7,223
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.75,225
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.8,227
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.85,231
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.9,233
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.95,239
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.975,243
2021-10-17,4 wk ahead inc hosp,2021-11-13,DK,quantile,0.99,249
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.01,344
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.025,350
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.05,354
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.1,358
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.15,362
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.2,365
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.25,367
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.3,369
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.35,371
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.4,373
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.45,375
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.5,376
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.55,378
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.6,380
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.65,382
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.7,383
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.75,385
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.8,388
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.85,391
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.9,394
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.95,399
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.975,402
2021-10-17,1 wk ahead inc hosp,2021-10-23,EE,quantile,0.99,409
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.01,413
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.025,417
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.05,422
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.1,427
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.15,430
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.2,433
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.25,436
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.3,438
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.35,440
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.4,442
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.45,443
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.5,445
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.55,447
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.6,449
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.65,451
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.7,453
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.75,456
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.8,458
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.85,460
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.9,464
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.95,469
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.975,472
2021-10-17,2 wk ahead inc hosp,2021-10-30,EE,quantile,0.99,476
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.01,499
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.025,503
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.05,508
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.1,513
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.15,517
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.2,520
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.25,522
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.3,524
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.35,526
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.4,527
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.45,530
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.5,531
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.55,534
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.6,536
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.65,538
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.7,539
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.75,542
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.8,544
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.85,547
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.9,550
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.95,557
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.975,561
2021-10-17,3 wk ahead inc hosp,2021-11-06,EE,quantile,0.99,566
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.01,601
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.025,603
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.05,608
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.1,612
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.15,616
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.2,619
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.25,621
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.3,623
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.35,625
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.4,627
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.45,629
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.5,631
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.55,633
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.6,634
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.65,636
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.7,638
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.75,640
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.8,643
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.85,646
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.9,650
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.95,655
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.975,659
2021-10-17,4 wk ahead inc hosp,2021-11-13,EE,quantile,0.99,664
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.01,240
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.025,265
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.05,292
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.1,329
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.15,345
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.2,361
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.25,374
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.3,385
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.35,394
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.4,408
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.45,417
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.5,426
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.55,436
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.6,447
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.65,457
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.7,468
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.75,481
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.8,492
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.85,505
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.9,521
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.95,555
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.975,572
2021-10-17,1 wk ahead inc hosp,2021-10-23,ES,quantile,0.99,591
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.01,177
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.025,205
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.05,236
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.1,264
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.15,284
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.2,298
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.25,316
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.3,329
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.35,339
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.4,350
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.45,361
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.5,370
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.55,379
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.6,389
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.65,398
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.7,409
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.75,424
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.8,435
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.85,450
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.9,472
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.95,491
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.975,513
2021-10-17,2 wk ahead inc hosp,2021-10-30,ES,quantile,0.99,524
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.01,147
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.025,171
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.05,194
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.1,226
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.15,244
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.2,260
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.25,276
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.3,284
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.35,296
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.4,309
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.45,320
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.5,330
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.55,340
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.6,349
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.65,360
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.7,370
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.75,380
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.8,392
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.85,406
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.9,426
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.95,461
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.975,485
2021-10-17,3 wk ahead inc hosp,2021-11-06,ES,quantile,0.99,521
2021-10-17,4 wk ahead inc hosp,2021-11-13,ES,quantile,0.01,117
2021-10-17,4 wk ahead inc hosp,2021-11-13,ES,quantile,0.025,136
2021-10-17,4 wk ahead inc hosp,2021-11-13,ES,quantile,0.05,171
