model,forecast_from,id,horizon,date_horizon,quantile,value
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.01,250
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.025,277
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.05,291
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.1,313
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.15,326
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.2,337
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.25,345
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.3,353
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.35,360
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.4,368
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.45,376
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.5,384
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.55,391
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.6,400
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.65,407
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.7,413
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.75,421
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.8,430
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.85,441
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.9,453
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.95,471
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.975,492
Time series ensemble,2021-09-25,BE,1,2021-10-02,0.99,509
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.01,243
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.025,269
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.05,288
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.1,309
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.15,319
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.2,333
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.25,343
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.3,354
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.35,364
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.4,371
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.45,379
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.5,387
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.55,396
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.6,403
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.65,409
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.7,418
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.75,428
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.8,438
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.85,451
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.9,462
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.95,481
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.975,501
Time series ensemble,2021-09-25,BE,2,2021-10-09,0.99,523
Time series ensemble,2021-09-25,BE,3,2021-10-16,0.01,238
Time series ensemble,2021-09-25,BE,3,2021-10-16,0.025,258
Time series ensemble,2021-09-25,BE,3,2021-10-16,0.05,279
Time series ensemble,2021-09-25,BE,3,2021-10-16,0.1,298
Time series ensemble,2021-09-25,BE,3,2021-10-16,0.15,314
Time series ensemble,2021-09-25,BE,3,2021-10-16,0.2,328
Time series ensemble,2021-09-25,BE,3,2021-10-16,0.25,337
Time series ensemble,2021-09-25,BE,3,2021-10-16,0.3,349
Time series ensemble,2021-09-25,BE,3,2021-10-16,0.35,358
Time series ensemble,2021-09-25,BE,3,2021-10-16,0.4,367
Time series ensemble,2021-09-25,BE,3,2021-10-16,0.45,375
Time series ensemble,2021-09-25,BE,3,2021-10-16,0.5,383
