model,forecast_from,id,horizon,date_horizon,quantile,value
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.01,322
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.025,338
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.05,351
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.1,362
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.15,372
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.2,379
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.25,385
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.3,390
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.35,394
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.4,399
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.45,404
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.5,409
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.55,414
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.6,419
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.65,424
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.7,428
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.75,434
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.8,441
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.85,449
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.9,458
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.95,471
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.975,483
Time series ensemble,2021-10-09,BE,1,2021-10-16,0.99,497
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.01,314
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.025,329
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.05,339
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.1,356
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.15,364
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.2,374
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.25,380
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.3,387
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.35,394
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.4,400
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.45,405
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.5,410
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.55,416
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.6,421
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.65,427
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.7,434
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.75,439
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.8,447
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.85,456
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.9,468
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.95,486
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.975,499
Time series ensemble,2021-10-09,BE,2,2021-10-23,0.99,516
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.01,299
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.025,313
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.05,330
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.1,349
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.15,361
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.2,370
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.25,377
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.3,383
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.35,390
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.4,398
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.45,405
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.5,411
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.55,417
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.6,424
Time series ensemble,2021-10-09,BE,3,2021-10-30,0.65,430
