model,forecast_from,id,horizon,date_horizon,quantile,value
Case-convolution,2021-10-02,BE,7,2021-10-09,0.01,246
Case-convolution,2021-10-02,BE,7,2021-10-09,0.025,282
Case-convolution,2021-10-02,BE,7,2021-10-09,0.05,304
Case-convolution,2021-10-02,BE,7,2021-10-09,0.1,343
Case-convolution,2021-10-02,BE,7,2021-10-09,0.15,358
Case-convolution,2021-10-02,BE,7,2021-10-09,0.2,369
Case-convolution,2021-10-02,BE,7,2021-10-09,0.25,379
Case-convolution,2021-10-02,BE,7,2021-10-09,0.3,387
Case-convolution,2021-10-02,BE,7,2021-10-09,0.35,398
Case-convolution,2021-10-02,BE,7,2021-10-09,0.4,406
Case-convolution,2021-10-02,BE,7,2021-10-09,0.45,415
Case-convolution,2021-10-02,BE,7,2021-10-09,0.5,424
Case-convolution,2021-10-02,BE,7,2021-10-09,0.55,430
Case-convolution,2021-10-02,BE,7,2021-10-09,0.6,438
Case-convolution,2021-10-02,BE,7,2021-10-09,0.65,445
Case-convolution,2021-10-02,BE,7,2021-10-09,0.7,457
Case-convolution,2021-10-02,BE,7,2021-10-09,0.75,466
Case-convolution,2021-10-02,BE,7,2021-10-09,0.8,479
Case-convolution,2021-10-02,BE,7,2021-10-09,0.85,496
Case-convolution,2021-10-02,BE,7,2021-10-09,0.9,523
Case-convolution,2021-10-02,BE,7,2021-10-09,0.95,571
Case-convolution,2021-10-02,BE,7,2021-10-09,0.975,621
Case-convolution,2021-10-02,BE,7,2021-10-09,0.99,687
Case-convolution,2021-10-02,BE,14,2021-10-16,0.01,239
Case-convolution,2021-10-02,BE,14,2021-10-16,0.025,264
Case-convolution,2021-10-02,BE,14,2021-10-16,0.05,296
Case-convolution,2021-10-02,BE,14,2021-10-16,0.1,321
Case-convolution,2021-10-02,BE,14,2021-10-16,0.15,340
Case-convolution,2021-10-02,BE,14,2021-10-16,0.2,358
Case-convolution,2021-10-02,BE,14,2021-10-16,0.25,372
Case-convolution,2021-10-02,BE,14,2021-10-16,0.3,379
Case-convolution,2021-10-02,BE,14,2021-10-16,0.35,389
Case-convolution,2021-10-02,BE,14,2021-10-16,0.4,398
Case-convolution,2021-10-02,BE,14,2021-10-16,0.45,406
Case-convolution,2021-10-02,BE,14,2021-10-16,0.5,414
Case-convolution,2021-10-02,BE,14,2021-10-16,0.55,423
Case-convolution,2021-10-02,BE,14,2021-10-16,0.6,432
Case-convolution,2021-10-02,BE,14,2021-10-16,0.65,443
Case-convolution,2021-10-02,BE,14,2021-10-16,0.7,455
Case-convolution,2021-10-02,BE,14,2021-10-16,0.75,467
Case-convolution,2021-10-02,BE,14,2021-10-16,0.8,479
Case-convolution,2021-10-02,BE,14,2021-10-16,0.85,495
Case-convolution,2021-10-02,BE,14,2021-10-16,0.9,520
Case-convolution,2021-10-02,BE,14,2021-10-16,0.95,555
Case-convolution,2021-10-02,BE,14,2021-10-16,0.975,596
Case-convolution,2021-10-02,BE,14,2021-10-16,0.99,648
Case-convolution,2021-10-02,BE,21,2021-10-23,0.01,213
Case-convolution,2021-10-02,BE,21,2021-10-23,0.025,235
Case-convolution,2021-10-02,BE,21,2021-10-23,0.05,268
Case-convolution,2021-10-02,BE,21,2021-10-23,0.1,292
Case-convolution,2021-10-02,BE,21,2021-10-23,0.15,312
Case-convolution,2021-10-02,BE,21,2021-10-23,0.2,330
